,ciclo,Asignatura,Convocatoria,Anho,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Nota.Final,id_anony,Nota.Prom
1741,1,HIDROTECNIA 1,1,2012,1,2012,20,23,8,[5],es_813,5.0
1742,1,HIDROTECNIA 1,1,2012,1,2012,23,27,10,[5],es_322,5.0
1743,1,HIDROTECNIA 1,1,2012,0,0,17,0,0,[0],es_554,0.0
1744,1,HIDROTECNIA 1,1,2012,1,2011,18,23,7,[3],es_326,3.0
1745,1,HIDROTECNIA 1,1,2012,1,2012,19,31,8,[5],es_328,5.0
1746,1,HIDROTECNIA 1,1,2012,1,2012,20,24,9,[5],es_729,5.0
1747,1,HIDROTECNIA 1,1,2012,1,2012,24,21,7,[5],es_795,5.0
1748,1,HIDROTECNIA 1,1,2012,1,2012,22,25,8,[4],es_796,4.0
1749,1,HIDROTECNIA 1,1,2012,1,2012,19,24,8,[5],es_338,5.0
1750,1,HIDROTECNIA 1,1,2012,1,2012,15,26,7,[4],es_580,4.0
1751,1,HIDROTECNIA 1,1,2012,1,2012,21,26,8,[5],es_581,5.0
1752,1,HIDROTECNIA 1,1,2012,0,2012,15,18,5,[0],es_162,0.0
1753,1,HIDROTECNIA 1,1,2012,0,2012,22,22,7,[0],es_344,0.0
1754,1,HIDROTECNIA 1,1,2012,0,2012,13,16,8,[0],es_347,0.0
1755,1,HIDROTECNIA 1,1,2012,1,2012,23,19,7,[3],es_748,3.0
1756,1,HIDROTECNIA 1,1,2012,1,2012,24,28,8,[5],es_800,5.0
1757,1,HIDROTECNIA 1,1,2012,0,2012,21,29,8,[0],es_801,0.0
1758,1,HIDROTECNIA 1,1,2012,1,2011,0,0,0,[2],es_593,2.0
1759,1,HIDROTECNIA 1,1,2012,1,2012,19,30,8,[5],es_350,5.0
1760,1,HIDROTECNIA 1,1,2012,1,2011,17,24,0,[5],es_163,5.0
1761,1,HIDROTECNIA 1,1,2012,0,0,0,0,0,[0],es_755,0.0
1762,1,HIDROTECNIA 1,1,2012,1,2012,24,12,7,[5],es_357,5.0
1763,1,HIDROTECNIA 1,1,2012,1,2012,17,25,5,[5],es_358,5.0
1764,1,HIDROTECNIA 1,1,2012,1,2012,21,30,7,[5],es_165,5.0
1765,1,HIDROTECNIA 1,1,2012,1,2012,17,0,0,[5],es_445,5.0
1766,1,HIDROTECNIA 1,1,2012,1,2012,24,14,10,[5],es_150,5.0
1767,1,HIDROTECNIA 1,1,2012,0,0,11,4,6,[0],es_366,0.0
1768,1,HIDROTECNIA 1,1,2012,1,2012,23,24,7,[5],es_367,5.0
1769,1,HIDROTECNIA 1,1,2012,0,2011,0,0,0,"[1, 1]",es_802,1.0
1770,1,HIDROTECNIA 1,1,2012,1,2012,23,29,8,[5],es_370,5.0
1771,1,HIDROTECNIA 1,1,2012,1,2012,21,24,8,[5],es_372,5.0
1772,1,HIDROTECNIA 1,1,2012,0,0,0,0,0,[0],es_373,0.0
1773,1,HIDROTECNIA 1,1,2012,1,2012,23,34,7,[5],es_616,5.0
1774,1,HIDROTECNIA 1,1,2012,0,0,0,0,0,[0],es_449,0.0
1775,1,HIDROTECNIA 1,1,2012,1,2012,22,36,8,[5],es_803,5.0
1776,1,HIDROTECNIA 1,1,2012,1,2012,17,24,6,[4],es_168,4.0
1777,1,HIDROTECNIA 1,1,2012,1,2012,15,19,8,[5],es_804,5.0
1778,1,HIDROTECNIA 1,1,2012,0,2012,21,24,8,[0],es_627,0.0
1779,1,HIDROTECNIA 1,1,2012,1,2011,22,25,0,[5],es_130,5.0
1780,1,HIDROTECNIA 1,1,2012,0,0,0,0,0,[0],es_387,0.0
1781,1,HIDROTECNIA 1,1,2012,1,2012,18,18,6,[5],es_805,5.0
1782,1,HIDROTECNIA 1,1,2012,0,0,0,0,0,[0],es_390,0.0
1783,1,HIDROTECNIA 1,1,2012,0,0,0,0,0,[0],es_777,0.0
1784,1,HIDROTECNIA 1,1,2012,1,2012,21,30,9,[5],es_778,5.0
1785,1,HIDROTECNIA 1,1,2012,0,2012,21,25,8,[0],es_806,0.0
1786,1,HIDROTECNIA 1,1,2012,1,2012,21,28,0,[5],es_807,5.0
1787,1,HIDROTECNIA 1,1,2012,1,2012,21,15,8,[5],es_397,5.0
1788,1,HIDROTECNIA 1,1,2012,0,0,23,21,8,[0],es_398,0.0
1789,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,14,15,7,[3],es_409,3.0
1790,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2011,0,0,0,[0],es_256,0.0
1791,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,10,20,7,[2],es_480,2.0
1792,1,TECNOLOGIA DEL HORMIGON,1,2012,0,0,14,12,6,[0],es_488,0.0
1793,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2011,0,0,0,[0],es_263,0.0
1794,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2011,0,0,0,[0],es_134,0.0
1795,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,17,23,5,[3],es_497,3.0
1796,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2012,15,15,10,[0],es_500,0.0
1797,1,TECNOLOGIA DEL HORMIGON,1,2012,0,0,0,0,0,[0],es_270,0.0
1798,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,18,32,6,[5],es_790,5.0
1799,1,TECNOLOGIA DEL HORMIGON,1,2012,0,0,0,0,0,[0],es_272,0.0
1800,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,15,25,7,[4],es_417,4.0
